id_producto,productos_descripcion,name,description,brand,specs,category,ingredients,specs_parsed,specs_dict,Size,Country of Origin,Countries,Stores,Alcohol %,Weight,Color,Unit Size & Type,Vintage,Style,Length,Product Group,Model Number,Width,Binding,Part Number,Manufacturer,Height,Number Of Items,volume_raw,volume_ml
7792798013494,Pack X6 Unidades Cerveza Sin Alcohol 473 Ml Stella Artois,Stella Artois Cerveza Sin Alcohol 2838cmq,"Descubrí el Sabor de la Cerveza Stella Artois 0.0% en Pack de 6 Disfrutá de la Stella Artois 0.0%, la cerveza rubia que no sacrifica el sabor. Este pack de 6 latas es perfecto para esos momentos en que querés disfrutar sin alcohol, ideal para compartir y acompañar tus comidas favoritas. Características Destacadas (Cerveza Stella Artois 0.0% Lata 473mlx6) Pale Lager sin alcohol: todo el sabor que querés sin preocupaciones. Amargor y frescura: un perfil de sabor superior al de otras lagers. Versátil: excelente para acompañar una variedad de platos salados. Envase práctico: latas que son fáciles de llevar a cualquier lugar. Contenido abundante: 6 latas de 473ml para disfrutar a lo grande. Por qué nos gusta (Cerveza Stella Artois 0.0% Lata 473mlx6) No hay razón para renunciar al buen gusto en tus reuniones. Con este pack, cada momento se transforma en una celebración sin alcohol. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes. Agua, malta de cebada, azúcar de caña, extracto natural de malta, lúpulo, cebada, derivados de cebada.",Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,2838cmq,2838.0
7792798013500,"CERVEZA LONG NECK S/ALCOCHOL X6, STELLA ARTOIS, 1980 cm3",Stella Artois Cerveza 0.0sin Alcohol 330ml X 6u,"Disfrutá la frescura de la Cerveza Stella Artois 0.0% Sin Alcohol Elegí una opción deliciosa que te permite disfrutar del sabor auténtico de Stella Artois sin preocuparte por el alcohol. Perfecta para cualquier momento, sin compromisos. Características Destacadas (Cerveza Stella Artois 330 Ml 0.0% Sin Alcohol x 6 U) Cerveza sin alcohol, ideal para quienes buscan una opción refrescante y ligera. Elaborada con los mismos ingredientes de calidad que la versión tradicional. Perfecta para acompañar comidas o disfrutar en reuniones con amigos. Presentación en pack de 6, ideal para compartir o tener siempre a mano. Por qué nos gusta (Cerveza Stella Artois 330 Ml 0.0% Sin Alcohol x 6 U) Esta cerveza te permite disfrutar del auténtico sabor de Stella Artois sin los efectos del alcohol, haciéndola ideal para cualquier ocasión. Con Stella Artois 0.0%, cada brindis es una celebración, sin límites. Compralo ahora con envío a domicilio o retiro en tienda.",Stella Artois,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,330ml,330.0
7792798013531,cerveza BUDWEISER Rubia 710cc fourpack LAT-2.84-lt.,Budweiser Cerveza Pack X4 Uni 710cc,No description found.,Budweiser,[],Beer,,[],{},1l,,Spain,,,,,,,,,,,,,,,,,710cc,710.0
7792798013593,cerveza BRAHMA Dorada 1lt BOT-1-lt.,Brahma Cerveza Dorada 1 Lt,"Brahma Dorada, más liviana. Cerveza rubia de rico sabor con cuerpo suave y refrescante.",Brahma,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",1l,,Spain,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798013678,CERVEZA IPA QUILMES BOTELLA RET X 1 LT,Quilmes Ipa Cerveza X 1 Lt,"Probá la Cerveza Quilmes IPA en botella y disfrutá de su carácter intenso Elegí esta botella retornable de 1 litro y dejate llevar por la intensidad de esta IPA. Perfecta para esos momentos especiales, cada trago es una experiencia que no podés dejar pasar. Características Destacadas (Cerveza Quilmes IPA Botella Retornable 1ltx1) Intensidad y carácter que la hacen única. Ideal para compartir en reuniones o celebraciones. Elaborada por Cervecería y Maltería Quilmes, una marca de confianza. Presentación en botella de 1 litro, perfecta para disfrutar con amigos. Una opción que realza cualquier comida o encuentro social. Por qué nos gusta (Cerveza Quilmes IPA Botella Retornable 1ltx1) Su sabor intenso es el compañero ideal para quienes buscan disfrutar de momentos memorables. Cada botella promete llevar tus experiencias cerveceras al siguiente nivel. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Quilmes Ipa,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",473,,Spain,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798013777,cerveza PATAGONIA Ipa Estelar 473cc LAT-0.473-lt.,Patagonia Cerveza Ipa Estelar X 473 Cc,No description found.,Patagonia,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",473,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798013791,cerveza GOOSE ISLAND Lager 473cc LAT-0.473-lt.,Goose Island Cerveza Lager En Lata 473 Cc,No description found.,Goose Island,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798013807,cerveza GOOSE ISLAND Lager 473cc sixpack PCK-2.838-lt.,Goose Island Cerveza Lager 473 Ml,No description found.,Goose Island,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798013821,cerveza PATAGONIA Ipa Estelar 473cc 6un PCK-2.838-lt.,Cerveza Ipa Estelar X6 Patagonia 2838ml,No description found.,,[],,,[],{},473,,Spain,,,,,,,,,,,,,,,,,2838ml,2838.0
7792798013838,cerveza BRAHMA Chopp 473cc LAT-0.473-lt.,Brahma Cerveza Amarilla 473 Cc,No description found.,Brahma,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798013845,cerveza BRAHMA Chopp 473cc 6un PCK-2.838-lt.,Brahma Cerveza 473 Ml,No description found.,Brahma,[],Beer,,[],{},,,Argentina,,,,,,,,,,,,,,,,,473 ml,473.0
7792798013913,cerveza QUILMES Hinchada 473cc LAT-0.473-lt.,Quilmes Cerveza Edición Hinchada X1 U. 473ml,No description found.,Quilmes,"[['Countries', 'Argentina']]",,,"[['Countries', 'Argentina']]",{'Countries': 'Argentina'},,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798013937,CERVEZA BLANCA 1890 QUILMES N BOT RET X 1 LT,Quilmes 1890 Cerveza Blanca No Retornable 1 Lt,No description found.,Quilmes 1890,[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798013944,CERVEZA IPA ANDINA,Andes Origen Cerveza Ipa 473 Ml Pack X 12 Unidades Promo,No description found.,Andes Origen,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798013951,CERVEZA RUBIA 1890 QUILMES LATA X 473 CC,Quilmes 1890 Cerveza En Lata 473 Ml,No description found.,Quilmes 1890,[],Beer,,[],{},710,,Spain,,,,,,,,,,,,,,,,,473 ml,473.0
7792798013975,cerveza STELLA ARTOIS Rubia 710cc LAT-0.71-lt.,Stella Artois Cerveza 710 Cc,No description found.,Stella Artois,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,"[['Size', '710'], ['Countries', 'Spain']]","{'Size': '710', 'Countries': 'Spain'}",710 Ml,,Spain,,,,,,,,,,,,,,,,,710 cc,710.0
7792798013982,cerveza STELLA ARTOIS  Rubia 710cc 4un PCK-2.84-lt.,Stella Artois Cerveza Lager 710ml X4,"Disfrutá la elegancia de la Cerveza Stella Artois Rubia en pack Elegí un pack que combina el sabor refinado de Stella Artois con la conveniencia de tener varias cervezas listas para compartir. Perfecto para tus encuentros y celebraciones. Características Destacadas (Cerveza Stella Artois Rubia 710 Ml x 4 U) Cerveza rubia de estilo lager, con un equilibrio perfecto entre amargor y dulzura. Elaborada con ingredientes de alta calidad para un sabor excepcional. Pack de 4 botellas, ideal para compartir en reuniones o eventos. Perfecta para acompañar una variedad de comidas o disfrutar sola. Por qué nos gusta (Cerveza Stella Artois Rubia 710 Ml x 4 U) Este pack asegura que siempre tengas a mano una opción sofisticada para brindar y disfrutar. Con Stella Artois, cada ocasión se convierte en un momento memorable. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Stella Artois,"[['Size', '710 Ml'], ['Countries', 'Spain']]",Beer,,"[['Size', '710 Ml'], ['Countries', 'Spain']]","{'Size': '710 Ml', 'Countries': 'Spain'}",1l,,Spain,,,,,,,,,,,,,,,,,710ml,710.0
7792798013999,CERVEZA RUBIA BAJO CERO QUILMES BOT RET X 1 LT,Quilmes Cerveza Rubia Bajo Cero En Botella Retornable 1 Lt,Cerveza Quilmes 1 L Quilmes Bajo Cero se elabora mediante un novedoso proceso de filtrado a dos grados bajo cero que da como resultado una cerveza que se destaca por su suavidad y refrescancia. Ofrece una alternativa diferente a Quilmes Cristal pensada para aquellos consumidores que prefieren una cerveza suave. Ingredientes.,Quilmes,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",473,,Spain,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798014019,cerveza MICHELOB Gluten Free 473cc LAT-0.473-lt.,Michelob Cerveza Superior Suave 473ml,No description found.,Michelob,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798014026,Michelob Ultra Rubia 6 Unidades 473ml Cerveza Lager Sin Gluten,Michelob Cerveza Superior Suave 2838ml,"Disfrutá el sabor único de la Cerveza Michelob Elegí un pack de 6 latas de 473 ml de una cerveza que combina calidad y frescura. Ideal para compartir con amigos o disfrutar en un momento de relax. Características Destacadas (Cerveza Michelob 473 Ml x 6 U) Elaborada con ingredientes de alta calidad para un sabor excepcional. Textura suave y refrescante, perfecta para cualquier ocasión. Contenido alcohólico equilibrado que la hace ideal para disfrutar con moderación. Presentación en lata que mantiene la frescura y es fácil de llevar. Por qué nos gusta (Cerveza Michelob 473 Ml x 6 U) Este pack es perfecto para quienes buscan una cerveza premium que sorprenda en cada sorbo. Con Michelob, asegurás momentos de disfrute y buena compañía. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",Michelob,[],Beer,,[],{},730,,Spain,,,,,,,,,,,,,,,,,2838ml,2838.0
7792798014040,cerveza GOOSE ISLAND Lager OW730cc BOT-0.72-lt.,Goose Island Cerveza Lager En Botella 730 Cc,No description found.,Goose Island,"[['Size', '730'], ['Countries', 'Spain']]",Beer,,"[['Size', '730'], ['Countries', 'Spain']]","{'Size': '730', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,730 cc,730.0
7792798014064,cerveza GOOSE ISLAND Lager 473cc sixpack PCK-2.838-lt.,Cerveza Lager X6 Uni Goose 2838ml,No description found.,,[],,,[],{},710,,Spain,,,,,,,,,,,,,,,,,2838ml,2838.0
7792798014156,cerveza ANDES ORIGEN Rubia 710cc LAT-0.71-lt.,Andes Cerveza Origen Rubia 710 Cc,No description found.,Andes,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,"[['Size', '710'], ['Countries', 'Spain']]","{'Size': '710', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,710 cc,710.0
7792798014163,Cerveza Andes Origen Rubia Latón 710ml X 4 Unidades,Andes(cerveza) Cerveza Rubia Andes Origen 710 Ml,"La Andes Origen Rubia es una cerveza rubia con cuerpo y carácter maltoso. Aroma leve a lúpulo, cereal y toque de levadura. Para apreciar mejor sus aromas y resaltar así su color dorado brillante se recomienda tomar en copa. La Andes Origen Rubia es muy refrescante y compaña muy bien carnes decerdo o carnes rojas elaboradas con salsas saborizadas. Ingredientes.",Andes(cerveza),[],Beer,,[],{},473,,Spain,,,,,,,,,,,,,,,,,710 ml,710.0
7792798014255,cerveza BRAHMA Musica 2023 473cc LAT-0.473-lt.,Brahma Cerveza Blanca Musica En Lata 473 Cc,No description found.,Brahma,"[['Size', '473'], ['Countries', 'Spain']]",Beer,,"[['Size', '473'], ['Countries', 'Spain']]","{'Size': '473', 'Countries': 'Spain'}",1l,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798014262,cerveza BRAHMA Musica 1lt Ret BOT-1-lt.,Brahma Cerveza Musica 1 Lt,No description found.,Brahma,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,1 lt,1000.0
7792798014279,cerveza BRAHMA Musica 2023 473cc 6un PCK-2.838-lt.,Brahma Cerveza Musica 2023 Sixpack 473 Cc,No description found.,Brahma,[],Beer,,[],{},710,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798014347,cerveza GOOSE ISLAND Lager 710cc LAT-0.71-lt.,Goose Island Cerveza Lager En Lata 710 Cc,No description found.,Goose Island,"[['Size', '710'], ['Countries', 'Spain']]",Beer,,"[['Size', '710'], ['Countries', 'Spain']]","{'Size': '710', 'Countries': 'Spain'}",710 Ml,,Spain,,,,,,,,,,,,,,,,,710 cc,710.0
7792798014354,cerveza GOOSE ISLAND Lager 710cc 4pack PCK-2.84-lt.,Quilmes Cerveza Lager X4 Goose 2840ml,No description found.,Quilmes,"[['Size', '710 Ml'], ['Countries', 'Spain']]",,,"[['Size', '710 Ml'], ['Countries', 'Spain']]","{'Size': '710 Ml', 'Countries': 'Spain'}",473 Cm3,,Spain,,,,,,,,,,,,,,,,,2840ml,2840.0
7792798014361,cerveza STELLA ARTOIS Vintage Rubi 473cc LAT-0.473-lt.,Stella Artois Cerveza Vintage 473 Ml,"DESCRIÇÃO Apresentamos-lhe a nova Temple Honey Beer, uma cerveja à base de mel orgânico, perfeitamente equilibrada e refrescante, com uma cor dourada e um aroma de malte e cítricos. De corpo médio, e doçura no ponto certo, um casamento perfeito, essa cerveja vai fazer seu paladar conhecer a felicidade. E o que dizer dessa belezura? Provavelmente o estilo de cerveja mais popular da atualidade, nossa cerveja Honey veio para conquistar corações. Com a nossa (quase) obsessão pela sustentabilidade, utilizamos o mel orgânico que vem diretamente do Delta do Rio Paraná, na Argentina, e o adicionamos na fase de maturação, evitando que se transforme em álcool, destacando o aroma e o sabor. É orgânico, é mel.",Stella Artois,"[['Size', '473 Cm3'], ['Countries', 'Spain']]",Beer,,"[['Size', '473 Cm3'], ['Countries', 'Spain']]","{'Size': '473 Cm3', 'Countries': 'Spain'}",1l,,Spain,,,,,,,,,,,,,,,,,473 ml,473.0
7792798014378,cerveza STELLA ARTOIS Vintage Rubi 975cc BOT-0.97-lt.,Stella Artois Cerveza Blanca Vintage 975 Cc,No description found.,Stella Artois,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,975 cc,975.0
7792798014385,cerveza STELLA ARTOIS Vinage 473cc pack PCK-2.838-lt.,Stella Artois Cerveza Vinage Rubia 473 Cc Sixpa,No description found.,Stella Artois,[],Beer,,[],{},473 Ml,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798014491,cerveza BUDWEISER Musica 473cc LAT-2.838-lt.,Budweiser Cerveza Música En Lata 473 Cc,No description found.,Budweiser,"[['Size', '473 Ml'], ['Countries', 'Spain']]",Beer,,"[['Size', '473 Ml'], ['Countries', 'Spain']]","{'Size': '473 Ml', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798014507,cerveza BUDWEISER Musica 473cc sixpack PCK-0.473-lt.,Budweiser Cerveza Música En Lata 473 Cc,No description found.,Budweiser,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798014705,cerveza CORONA Rubia 473cc PCK-0.473-lt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798014750,cerveza CORONA Rubia 473cc sixpack LAT-0.473-lt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798014835,CERVEZA BLANCA QUILMES LATA X 710 CC,Quilmes Cerveza Lata 710 Cc,No description found.,Quilmes,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,710 cc,710.0
7792798014842,Pack 4 Cervezas Clásica Dorada Lata 710ml Cada Una Quilmes,MIR Cerveza Lata Quilmes 710 Cc – Bulto X 4,No description found.,MIR,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,710 cc,710.0
7792798014873,Cerveza Corona Sin Alcohol No Retornable 330mlx24 Unidades,Corona Cerveza Sin Alcohol 0.0% Jjoo 330ml,No description found.,Corona,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,330ml,330.0
7792798014934,"CERVEZA RUBIA ORO LATA, ANDES ORIGEN, 473 cm3",Andes Cerveza Blanca Oro Origen En Lata 473 Ml,No description found.,Andes,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798014958,"CERVEZA RUBIA ORO SIX PACK, ANDES ORIGEN, 2838 cm3",Andes Cerveza Origen Rubia Oro 473 Cc 6un,No description found.,Andes,[],,,[],{},,,,,,,,,,,,,,,,,,,,473 cc,473.0
7792798015009,CERVEZA BCA LAGER DEL SUR PATAGONIA LATA X473CC,Patagonia Cerveza Lager Del Sur Lata X 473 Ml,No description found.,Patagonia,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798015016,Pack X6 Latas De Cerveza Patagonia Lager Del Sur 473ml C/u,Cerveza 473ml X6 Lager Patagonia 2838cc,No description found.,,[],,,[],{},,,,,,,,,,,,,,,,,,,,473ml,473.0
7792798015023,CERVEZA VARIEDADES LAGER DEL SUR PATAGONIA X 730 C,Patagonia Cerveza Lager Del Sur 730cc,"Cerveza Patagonia Lager Del Sur Elegí la Cerveza Patagonia Lager Del Sur para disfrutar de un sabor auténtico y refrescante. Con su suave cuerpo y balanceado amargor, esta lager te ofrece una experiencia única de la mano de una de las cervezas más icónicas de la Patagonia. Ideal para acompañar tus momentos de relax o una buena comida. Características Destacadas Sabor suave y refrescante, con un toque de amargor perfectamente equilibrado. Elaborada con ingredientes de calidad, típica de la tradición cervecera patagónica. Ideal para acompañar carnes, pizzas y platos a la parrilla. Presentación en botella de 500 ml, perfecta para compartir o disfrutar solo. Perfecta para quienes buscan una cerveza lager ligera y sabrosa. Por qué nos gusta La Cerveza Patagonia Lager Del Sur es ideal para quienes disfrutan de una cerveza fresca y bien equilibrada. Su sabor suave y refrescante la convierte en una opción perfecta para cualquier ocasión. Disfrutá de la calidad de la Patagonia en cada sorbo. Comprálo ahora con envío a domicilio o retiro en tienda.",Patagonia,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,730cc,730.0
7792798015061,CERVEZA BLANCA BRAHMA LATA X 710 CC,Brahma Cerveza Laton 710 Cc,No description found.,Brahma,[],,,[],{},,,,,,,,,,,,,,,,,,,,710 cc,710.0
7792798170555,cerveza HEINEKEN Rubia 330cc BOT-330-cc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798171606,cerveza HEINEKEN Rubia 330cc sixpack PCK-6-un.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792798172207,cerveza HEINEKEN Rubia 473cc LAT-473-cc.,Heineken Cerveza 473 Ml,No description found.,Heineken,[],,,[],{},,,,,,,,,,,,,,,,,,,,473 ml,473.0
7792798779277,cerveza STELLA ARTOIS Rubia 473cc 6un PCK-6-un.,Stella Artois Cerveza 473 Cc Six Pack,No description found.,Stella Artois,[],Ice Packs,,[],{},473 Ml,,Argentina,,,,,,,,,,,,,,,,,473 cc,473.0
7792798992317,"CERVEZA MENDOCINA ROJA LATA, ANDES ORIGEN, 473 cm3",MIR Cerveza Andes Origen Roja 473 Cc,"Andes Origen Roja Es Una Cerveza De Receta Mendocina. Se Recomienda Servir En Copa. Está Hecha Con Pura Malta Tostada A Fuego Lento, Que Ofrece Colores Y Texturas Bien Distintivas. Probalas.",MIR,"[['Size', '473 Ml'], ['Countries', 'Argentina']]",Beer,"{'text': 'Agua, Malta De Cebada, Lupulo'}","[['Size', '473 Ml'], ['Countries', 'Argentina']]","{'Size': '473 Ml', 'Countries': 'Argentina'}",473 Ml,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7792798999866,cerveza ANDES ORIGEN Rubia 473cc LAT-473-cc.,Andes Cerveza Origen Rubia 473 Cc,"Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra.",Andes,"[['Size', '473 Ml'], ['Countries', 'Spain']]",Beer,,"[['Size', '473 Ml'], ['Countries', 'Spain']]","{'Size': '473 Ml', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,473 cc,473.0
7793147000752,CERVEZA RUBIA LAGER IMPERIAL LATA X 473 CC,Imperial Cerveza Rubia Lata – 473 Cc – $ 147.99,"Con un aroma frutado, un atractivo color dorado y un inconfundible sabor fresco e intenso. Elaborada a partir de una cuidadosa selección de ingredientes 100% naturales, pasión y cuidado logrando una cerveza única de calidad premium. Pensada para quienes lo más importante al elegir una cerveza es “que tenga el sabor que me gusta” o “que me permita darme un gusto”. Saber tiene su recompensa.",Imperial,[],Beer,,[],{},950 G,,Argentina,,,,,,,,,,,,,,,,,473 cc,473.0
7793147000899,cerveza HEINEKEN Rubia 1lt Ret BOT-1-lt.,Heineken Cerveza 1l. Retornable,No description found.,Heineken,"[['Size', '950 G'], ['Countries', 'Argentina']]",Beer,"{'text': 'La Receta Única De Heineken Combina Pura Malta Con Lúpulo Agua Y Nuestra Especial Levadura A. Todo Natural, Sin Agregados Una Lager 100% Malta Para Un Sabor Premium, En Donde Sea Que Estés En El Mundo.'}","[['Size', '950 G'], ['Countries', 'Argentina']]","{'Size': '950 G', 'Countries': 'Argentina'}",,,,,,,,,,,,,,,,,,,,1l,1000.0
7793147000967,CERVEZA BLANCA SALTA RETORNABLE BOTELLA X 1 LT,Salta Cerveza Rubia En Botella Retornable 1 Lt,No description found.,Salta,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,1 lt,1000.0
7793147000974,CERVEZA NEGRA SALTA BOTELLA RET X 1 LT,Salta Cerveza Negra En Botella 1000 Cc,No description found.,Salta,[],Beer,,[],{},,,Argentina,,,,,,,,,,,,,,,,,1000 cc,1000.0
7793147000981,cerveza IMPERIAL Rubia 1lt BOT-1-lt.,Imperial Cerveza Rubia Lager 1 L,No description found.,Imperial,"[['Countries', 'Argentina']]",Beer,,"[['Countries', 'Argentina']]",{'Countries': 'Argentina'},,,,,,,,,,,,,,,,,,,,1 l,1000.0
7793147000998,CERVEZA IMPERIAL CREAM STOUT RET.1lt.,Imperial Cerveza Cream Stout 1l Retornable,No description found.,Imperial,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,1l,1000.0
7793147001001,cerveza IMPERIAL Roja 1lt Ret BOT-1-lt.,Imperial Cerveza Amber Lager 1 Lt,No description found.,Imperial,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,1 lt,1000.0
7793147001025,cerveza SCHNEIDER Lager Rubia 1lt BOT-1-lt.,Schneider Cerveza Lager Rubia 1lt,No description found.,Schneider,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,1lt,1000.0
7793147001049,cerveza SANTA FE Rubia 1lt Ret BOT-1-lt.,Santa Fe Cerveza Rubia Retornable 1 L,No description found.,Santa Fe,[],Beer,,[],{},1l,,Spain,,,,,,,,,,,,,,,,,1 l,1000.0
7793147001056,CERVEZA BLANCA BUDWEISER BOTELLA RET X 1 LT,Budweiser Cerveza 1lt Retornable,"Descripción del producto Budweiser es una cerveza de cuerpo medio, gustosa, crepitante de estilo American Larger. Fermentada con la mejor malta de cebada y una mezcla de variedades de lúpulo de primera calidad.",Budweiser,"[['Size', '1l'], ['Countries', 'Spain']]",Beer,,"[['Size', '1l'], ['Countries', 'Spain']]","{'Size': '1l', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,1lt,1000.0
7793147001117,Cerveza CBA 473cc LAT-473-cc.,Córdoba Cerveza Cordoba Lata – 473 Cc – $ 93.27,No description found.,Córdoba,[],Beer,,[],{},330,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7793147001216,cerveza SOL Rubia 330cc BOT-330-cc.,SOL Cerveza Rubia 330 Cc,"Descubrí la Cerveza Sol Rubia 330cc Elegí la Cerveza Sol Rubia 330cc para esos momentos que merecen un brindis. Su frescura y ligereza son perfectas para disfrutar a cualquier hora del día. Porque elegir Cerveza Sol Rubia 330cc Un sabor refrescante que complementa cualquier comida. Ideal para compartir con amigos en una reunión o evento. Formato de 330cc, perfecto para disfrutar sin excesos. Elaborada con ingredientes de calidad para una experiencia auténtica. Disfrutá de cada sorbo y hacé que tus momentos sean inolvidables. Compralo ahora con envío a domicilio o retiro en tienda. Ingredientes.",SOL,"[['Size', '330'], ['Countries', 'Spain']]",Beer,,"[['Size', '330'], ['Countries', 'Spain']]","{'Size': '330', 'Countries': 'Spain'}",,,,,,,,,,,,,,,,,,,,330 cc,330.0
7793147001223,CERVEZA SOL 650cc.,Sol Cerveza Porron Rubia,No description found.,Sol,[],,,[],{},,,,,,,,,,,,,,,,,,,,,
7793147001353,Cerveza cordoba bot. BOT-970-cc.,Córdoba Cerveza Retornable Cordoba 1l,No description found.,Córdoba,[],Beer,,[],{},,,,,,,,,,,,,,,,,,,,1l,1000.0
7793147001704,cerveza SOL Rubia 473cc LAT-473-cc.,SOL Cerveza Rubia Lata 473 Cc,No description found.,SOL,[],Beer,,[],{},,,Spain,,,,,,,,,,,,,,,,,473 cc,473.0
7793147001742,CERVEZA NEGRA STOUT IMPERIAL LATA X 473 CC,Imperial Cerveza Cream Stout X 473 Cm3,No description found.,Imperial,"[['Countries', 'Spain']]",Beer,,"[['Countries', 'Spain']]",{'Countries': 'Spain'},,,,,,,,,,,,,,,,,,,,473 cm3,4733.0
7793147001780,cerveza IMPERIAL Stout 473cc Sixpack PCK-6-un.,6u Imperial Stout 473c 6u,No description found.,,[],Beer,,[],{},,,Argentina,,,,,,,,,,,,,,,,,473c,473.0
7793147001827,cerveza MILLER Genuine Draft  473cc LAT-0.473-lt.,Miller Cerveza Lata 473 Cc,"Short Description Miller es una cerveza que se caracteriza por su color dorado, claridad increíble y sabor suave y refrescante, lo cual se consigue gracias a un proceso especial de cuádruple filtrado.",Miller,"[['Countries', 'Argentina']]",Beer,"{'text': 'Agua, Cebada, Malteada, Jarabe De Maltosa, Lupulo'}","[['Countries', 'Argentina']]",{'Countries': 'Argentina'},,,,,,,,,,,,,,,,,,,,473 cc,473.0
